person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,loan_intent_encoded,person_home_ownership_encoded,loan_grade_encoded,cb_person_default_on_file_encoded
35,28000,30.0,7600,662.0,0,27,10,5,2,0,0
35,38000,0.0,1500,74.0,0,4,6,3,3,0,0
34,28000,10.0,3000,999.0,0,11,10,5,2,1,0
29,38004,30.0,1500,1435.0,0,4,10,3,3,2,1
32,28000,50.0,7500,1099.0,0,27,6,2,0,1,0
28,39600,110.0,1500,1269.0,0,4,5,1,3,1,0
30,28000,50.0,6300,1199.0,0,23,9,4,2,1,0
30,34000,20.0,1500,1461.0,1,4,5,0,3,3,1
33,28000,30.0,4800,749.0,0,17,10,5,2,0,0
28,41000,100.0,1500,1479.0,0,4,6,0,3,2,1
29,38004,20.0,1500,1253.0,1,4,7,4,3,2,1
28,44604,110.0,1500,1112.0,0,3,7,4,3,1,0
34,45000,70.0,1500,599.0,0,3,10,3,3,0,0
32,28000,70.0,6000,1521.0,1,21,9,3,0,3,0
35,48000,130.0,1500,991.0,0,3,9,3,3,1,0
33,48000,20.0,1500,1171.0,0,3,8,3,3,1,0
33,48000,20.0,1500,1189.0,0,3,6,5,3,1,0
34,50000,50.0,1500,1392.0,0,3,5,5,3,2,0
28,28000,0.0,3250,1253.0,0,12,9,3,2,1,0
27,54600,20.0,1500,1323.0,0,3,8,1,3,2,1
28,55000,70.0,1500,737.0,0,3,8,1,3,0,0
28,60000,120.0,1500,1677.0,0,3,8,2,3,3,1
29,60000,30.0,1500,1287.0,0,3,9,1,3,2,0
32,54000,70.0,1500,1442.0,1,3,9,0,3,3,0
32,61900,40.0,1500,1323.0,0,2,7,2,3,2,1
29,80000,0.0,1500,1242.0,0,2,9,4,3,1,0
32,80000,60.0,1500,1074.0,0,2,10,2,3,1,0
27,28500,30.0,1600,1349.0,1,6,8,5,0,2,0
33,18000,10.0,1600,988.0,1,9,5,2,3,1,0
27,28500,60.0,2600,774.0,0,9,7,5,0,0,0
30,28500,90.0,4000,774.0,0,14,7,1,0,0,0
27,28560,70.0,2400,639.0,0,8,8,4,0,0,0
29,18000,30.0,1700,1112.0,0,9,10,3,3,1,0
29,33000,20.0,1700,1523.0,0,5,9,4,3,2,1
32,28672,50.0,4650,1322.0,0,16,5,1,2,2,1
28,53040,60.0,1700,849.0,0,3,8,0,3,0,0
31,12996,40.0,1750,676.0,0,13,10,3,3,0,0
28,15000,0.0,1800,1149.0,0,12,7,3,3,1,0
33,15000,30.0,1800,1754.0,0,12,9,5,3,3,1
28,28800,20.0,2000,1059.0,0,7,7,2,0,1,0
32,21360,10.0,1800,1299.0,0,8,8,5,3,2,0
31,23766,10.0,1800,1306.0,0,8,7,3,3,2,0
31,24000,20.0,1800,859.0,0,7,6,3,3,0,0
27,25200,20.0,1800,676.0,0,7,10,5,3,0,0
32,28800,70.0,7500,1343.0,0,26,7,5,0,2,1
32,45996,20.0,1800,1158.0,0,4,9,3,3,1,0
30,49000,140.0,1800,1171.0,0,4,5,3,3,1,0
27,60000,110.0,1800,1146.0,0,3,8,0,3,1,0
33,80000,50.0,1800,1075.0,0,2,7,4,3,1,0
27,117000,70.0,1800,1242.0,0,2,10,4,3,1,0
33,145000,50.0,1800,1299.0,0,1,6,3,3,2,0
35,510000,10.0,1800,1348.0,0,0,6,4,3,2,0
30,42000,0.0,1850,1199.0,0,4,5,5,3,1,0
30,31200,40.0,1900,579.0,0,6,10,3,3,0,0
30,45000,140.0,1900,579.0,0,4,7,4,3,0,0
32,60000,50.0,1925,1229.0,0,3,9,3,3,2,1
33,72000,60.0,1925,1435.0,1,3,10,5,3,2,1
31,10800,40.0,2000,1472.0,1,19,5,5,3,2,1
30,12996,10.0,2000,1719.0,1,15,6,4,3,4,0
31,29000,60.0,5000,1599.0,0,17,7,4,0,3,0
28,29000,10.0,6250,1287.0,0,22,9,5,2,2,1
31,29000,30.0,3500,1253.0,0,12,5,1,0,1,0
29,19200,10.0,2000,599.0,1,1,7,4,3,0,0
31,29000,50.0,1500,1229.0,0,5,6,4,0,2,0
29,20400,20.0,2000,1349.0,0,1,8,3,3,2,0
29,20400,40.0,2000,79.0,1,1,9,2,3,0,0
27,20400,30.0,2000,1253.0,0,1,6,4,3,1,0
31,20928,0.0,2000,1348.0,0,1,6,0,3,2,1
28,29112,10.0,7000,699.0,0,24,5,5,2,0,0
33,22800,0.0,2000,849.0,0,9,10,3,3,0,0
33,24000,0.0,2000,1435.0,0,8,7,1,3,2,1
27,29160,20.0,8000,751.0,0,27,7,5,0,0,0
31,24600,50.0,2000,1361.0,0,8,5,1,3,2,1
27,25000,90.0,2000,1311.0,0,8,6,5,3,2,1
32,25000,30.0,2000,1316.0,1,8,8,2,3,2,1
32,29500,40.0,7000,100.0,1,24,9,0,0,1,0
35,29568,60.0,6000,1323.0,0,2,10,4,0,2,1
27,26400,20.0,2000,654.0,0,8,10,3,3,0,0
27,26400,10.0,2000,1361.0,0,8,10,3,3,2,0
29,27000,40.0,2000,788.0,0,7,6,3,3,0,0
31,29760,0.0,10000,963.0,0,34,10,3,0,0,0
31,29766,150.0,13900,894.0,0,47,8,2,0,0,0
30,28800,90.0,2000,1148.0,0,7,10,3,3,1,0
28,30000,120.0,2000,542.0,0,7,5,1,3,0,0
33,30000,110.0,2000,729.0,0,7,5,3,3,0,0
30,92700,10.0,15000,1199.0,0,16,5,5,3,1,0
31,81000,10.0,15000,1442.0,1,19,6,4,3,3,0
32,30000,20.0,10000,991.0,0,33,8,1,2,1,0
29,70553,80.0,15000,1347.0,1,18,10,3,3,2,1
33,84000,20.0,15000,167.0,1,18,9,5,3,4,0
33,30000,80.0,5000,751.0,0,17,9,3,2,0,0
29,100000,10.0,15000,988.0,0,15,9,3,3,1,0
27,100000,0.0,15000,1158.0,0,15,10,5,3,1,0
29,100000,30.0,15000,1204.0,0,15,10,2,3,2,0
28,102000,120.0,15000,1146.0,0,15,7,0,3,1,0
27,104371,40.0,15000,1677.0,0,14,5,2,3,3,0
31,105000,90.0,15000,1059.0,0,14,8,2,3,1,0
27,106000,50.0,15000,1075.0,0,14,6,0,3,1,0
32,108000,80.0,15000,100.0,0,14,9,4,3,1,0
30,30000,60.0,10000,991.0,0,33,10,1,0,1,0
34,110000,60.0,15000,1268.0,0,14,10,4,3,2,1
35,110000,0.0,15000,1111.0,0,14,8,3,3,1,0
35,30000,130.0,6625,662.0,0,22,6,4,0,0,0
33,110000,30.0,15000,1442.0,0,14,9,1,3,3,1
32,101000,0.0,15000,1758.0,1,15,8,1,3,3,0
35,117000,80.0,15000,963.0,0,13,8,4,3,0,0
29,120000,30.0,15000,691.0,0,13,7,1,3,0,0
30,120000,140.0,15000,617.0,0,13,8,3,3,0,0
29,120000,30.0,15000,963.0,0,13,6,0,3,0,0
32,120000,50.0,15000,1568.0,0,13,7,5,3,4,0
31,30000,20.0,2000,79.0,0,7,10,4,0,0,0
27,122000,30.0,15000,1273.0,0,12,5,4,3,2,0
27,132000,20.0,15000,1112.0,0,11,5,2,3,1,0
29,128000,0.0,15000,963.0,1,12,9,1,3,0,0
28,140000,0.0,15000,1126.0,0,11,5,0,3,1,0
28,143000,50.0,15000,1253.0,0,1,6,2,3,2,0
35,30000,110.0,11000,1065.0,0,37,10,3,0,1,0
34,147000,10.0,15000,894.0,0,1,5,1,3,0,0
29,150000,90.0,15000,1632.0,0,1,9,4,3,4,0
30,165000,30.0,15000,1392.0,0,9,9,5,3,2,1
30,175000,30.0,15000,1126.0,0,9,8,0,3,1,0
29,200000,20.0,15000,1037.0,0,7,5,0,3,1,0
31,200000,50.0,15000,1136.0,0,7,8,2,3,1,0
28,200000,20.0,15000,1172.0,0,7,10,5,3,2,1
32,230000,0.0,15000,599.0,0,7,5,2,3,0,0
34,30000,20.0,14975,1253.0,1,5,10,2,3,1,0
30,30000,30.0,5100,79.0,0,17,8,1,0,0,0
28,30000,130.0,14800,1114.0,1,49,5,4,3,1,0
32,50000,10.0,14800,1083.0,0,3,5,3,3,1,0
28,68000,20.0,14800,999.0,0,22,9,1,3,1,0
32,30000,60.0,10000,751.0,0,33,9,5,0,0,0
34,30000,40.0,4300,79.0,0,14,5,0,0,0,0
27,37000,110.0,14700,599.0,1,4,9,3,3,0,0
27,30000,20.0,2000,1149.0,0,7,8,1,3,1,0
29,30000,0.0,2000,1075.0,0,7,7,0,3,1,0
28,30225,70.0,2000,1242.0,0,7,6,4,3,1,0
35,30000,20.0,3300,599.0,0,11,6,1,0,0,0
31,33000,10.0,2000,579.0,0,6,5,0,3,0,0
31,40000,30.0,2000,1037.0,0,5,7,3,3,1,0
27,40000,90.0,2000,1075.0,0,5,6,0,3,1,0
27,51000,10.0,2000,774.0,0,4,6,2,3,0,0
30,51600,120.0,2000,999.0,0,4,5,0,3,1,0
29,51996,20.0,2000,1372.0,0,4,6,0,3,2,1
29,54000,10.0,2000,1001.0,0,4,7,2,3,1,0
31,50000,150.0,2000,542.0,1,4,8,4,3,0,0
28,50000,20.0,2000,1689.0,1,4,7,3,3,3,0
32,30000,0.0,9000,542.0,0,3,9,5,0,0,0
35,59000,110.0,2000,1348.0,0,3,7,0,3,2,1
27,60000,20.0,2000,991.0,0,3,9,2,3,1,0
28,54000,10.0,2000,1442.0,1,4,7,3,3,3,0
30,30000,10.0,10000,699.0,0,33,5,5,0,0,0
30,68803,30.0,2000,617.0,0,3,10,3,3,0,0
32,30000,160.0,7000,699.0,0,23,6,1,0,0,0
27,69000,10.0,2000,699.0,0,3,5,3,3,0,0
30,69996,0.0,2000,1065.0,0,3,9,1,3,1,0
35,30000,30.0,2975,599.0,0,1,5,0,0,0,0
35,70000,20.0,2000,1372.0,0,3,7,1,3,2,0
31,30000,30.0,9450,849.0,0,32,8,4,0,0,0
29,72000,130.0,2000,1459.0,1,3,8,0,3,3,1
35,80000,70.0,2000,1299.0,0,3,9,5,3,2,1
31,30000,50.0,4000,1562.0,1,13,7,3,0,3,1
34,80000,20.0,2000,1036.0,0,3,7,4,3,1,0
29,80004,120.0,2000,976.0,0,2,10,4,3,1,0
27,85000,0.0,2000,1422.0,0,2,9,0,3,2,1
31,86000,0.0,2000,599.0,0,2,5,4,3,0,0
29,102400,20.0,2000,888.0,0,2,7,2,3,1,0
31,118000,0.0,2000,1689.0,1,2,8,4,3,3,0
34,30000,0.0,6000,729.0,0,2,9,3,2,0,0
33,132444,40.0,2000,1136.0,0,2,9,1,3,1,0
35,30000,30.0,10000,1343.0,1,33,7,2,0,2,0
31,30000,10.0,2050,888.0,1,7,7,2,3,1,0
29,60000,130.0,2075,1523.0,0,3,7,4,3,2,0
33,30000,10.0,5000,1268.0,0,17,10,5,2,2,1
30,12500,0.0,2100,1249.0,1,17,7,4,3,3,1
33,14400,0.0,2100,1521.0,1,15,10,5,3,3,1
34,21000,20.0,2100,788.0,0,1,8,3,3,0,0
27,33500,0.0,2100,1221.0,0,6,9,3,3,1,0
29,30000,30.0,6000,579.0,0,2,8,5,0,0,0
28,30000,80.0,3000,729.0,0,1,5,0,0,0,0
33,30000,170.0,10000,579.0,0,33,6,2,0,0,0
28,35000,60.0,2125,1527.0,0,6,6,5,3,2,0
28,20000,0.0,2150,1037.0,0,11,6,3,3,1,0
27,24000,10.0,2150,1472.0,0,9,7,3,3,2,0
34,30000,30.0,14000,89.0,1,47,7,4,3,0,0
27,30548,0.0,14000,788.0,1,46,5,4,3,0,0
30,33200,40.0,14000,729.0,1,42,10,5,3,0,0
27,35000,0.0,14000,1427.0,1,4,8,4,3,2,1
28,29000,80.0,14000,1199.0,1,48,9,2,3,1,0
34,36000,50.0,14000,751.0,1,39,6,0,3,0,0
35,37000,50.0,14000,788.0,1,38,8,0,3,0,0
30,40000,20.0,14000,1273.0,1,35,8,3,3,2,0
27,34000,40.0,14000,1982.0,1,41,10,3,3,6,0
28,40000,20.0,14000,1189.0,1,35,5,4,3,1,0
29,40404,40.0,14000,849.0,1,35,10,5,3,0,0
28,30000,10.0,7500,1298.0,0,25,8,2,2,2,0
29,14400,40.0,2200,599.0,0,15,10,0,3,0,0
34,30000,50.0,14000,751.0,0,47,8,5,0,0,0
29,17004,80.0,2200,932.0,1,13,5,2,3,0,0
28,30000,40.0,3000,676.0,0,1,9,1,0,0,0
31,30000,40.0,2200,749.0,0,7,10,3,3,0,0
31,38400,30.0,2200,1306.0,0,6,10,1,3,2,1
31,42000,20.0,2200,963.0,0,5,8,0,3,0,0
32,44004,50.0,2200,1565.0,1,5,5,3,3,3,0
30,52416,130.0,2200,1099.0,0,4,8,3,3,1,0
27,70000,80.0,2200,1074.0,0,3,8,2,3,1,0
30,30000,140.0,5000,714.0,0,17,7,4,2,0,0
28,80000,50.0,2200,999.0,0,3,6,0,3,1,0
28,30000,30.0,6000,1398.0,0,2,8,3,0,2,1
34,120000,0.0,2200,751.0,0,2,5,0,3,0,0
27,15600,10.0,2250,1825.0,1,14,6,2,3,3,0
28,18000,0.0,2250,849.0,0,13,9,3,3,0,0
30,42000,0.0,2250,888.0,0,5,8,5,3,1,0
28,42000,70.0,2250,699.0,1,5,8,3,3,0,0
33,30000,80.0,12000,714.0,0,4,5,5,0,0,0
28,37152,120.0,2300,1317.0,0,6,7,1,3,3,0
30,39000,10.0,2300,859.0,0,6,8,3,3,0,0
29,62000,40.0,2300,1343.0,1,4,6,0,3,2,1
32,60000,30.0,2375,1183.0,0,4,7,3,3,1,0
35,71004,0.0,2375,925.0,0,3,9,5,3,1,0
31,12000,20.0,2400,1171.0,1,2,10,1,3,1,0
28,12000,0.0,2400,1268.0,1,2,8,4,3,2,1
27,18000,20.0,2400,1065.0,0,13,6,3,3,1,0
34,18000,40.0,2400,1479.0,0,13,10,3,3,2,0
29,30000,0.0,6600,1385.0,0,22,8,5,0,2,0
29,30000,20.0,1600,1025.0,0,5,9,0,0,1,0
30,21360,10.0,2400,1025.0,0,11,9,5,3,1,0
31,22800,30.0,2400,849.0,1,11,8,2,3,0,0
33,30000,10.0,12250,1136.0,0,41,8,1,0,1,0
29,23520,0.0,2400,1036.0,0,1,6,4,3,1,0
34,24000,30.0,2400,1311.0,0,1,5,4,3,2,1
32,30000,20.0,6000,1531.0,0,2,8,1,0,3,1
33,30000,20.0,2400,991.0,0,8,5,5,3,1,0
29,30000,20.0,6500,859.0,0,22,10,3,0,0,0
28,30000,50.0,2400,925.0,0,8,6,4,3,1,0
31,30988,0.0,2400,1347.0,0,8,5,0,3,2,1
28,31000,60.0,2400,1149.0,0,8,6,4,3,1,0
30,31200,70.0,2400,1649.0,0,8,6,3,3,3,1
33,34000,50.0,2400,1199.0,0,7,9,5,3,1,0
31,34000,20.0,2400,1221.0,0,7,5,3,3,1,0
30,29004,130.0,2400,1793.0,1,8,7,3,3,4,1
32,30000,40.0,3000,1565.0,0,1,6,3,2,3,1
27,30000,40.0,2400,1749.0,1,8,10,3,3,3,1
27,30069,0.0,2400,1599.0,1,8,9,0,3,3,1
28,37500,100.0,2400,766.0,0,6,5,4,3,0,0
27,38400,60.0,2400,1065.0,0,6,6,3,3,1,0
30,39000,10.0,2400,1099.0,0,6,7,0,3,1,0
35,39800,50.0,2400,1171.0,0,6,10,0,3,1,0
30,40000,60.0,2400,849.0,0,6,10,3,3,0,0
30,34000,0.0,2400,1557.0,1,7,5,3,3,3,1
34,40000,10.0,2400,932.0,0,6,7,0,3,0,0
28,35000,40.0,2400,729.0,1,7,9,0,3,0,0
28,30000,20.0,10500,894.0,0,35,8,3,0,0,0
34,30000,40.0,7300,932.0,0,24,9,1,0,0,0
29,30000,20.0,8000,1284.0,0,27,8,2,0,2,0
32,42000,30.0,2400,962.0,0,6,7,4,3,1,0
27,42000,30.0,2400,654.0,0,6,10,5,3,0,0
31,43812,20.0,2400,1435.0,0,5,5,3,3,2,0
32,45000,30.0,2400,1242.0,0,5,6,4,3,1,0
30,40800,70.0,2400,1149.0,1,6,9,4,3,1,0
34,47652,60.0,2400,1322.0,0,5,5,5,3,2,1
29,30000,70.0,1500,1316.0,0,5,8,0,0,2,0
34,42000,30.0,2400,138.0,1,6,10,0,3,3,1
34,50000,10.0,2400,1349.0,0,5,9,1,3,2,1
31,50000,0.0,2400,1103.0,0,5,8,4,3,2,1
30,52800,40.0,2400,962.0,0,5,7,4,3,1,0
29,30000,0.0,15000,963.0,0,5,8,0,0,0,0
27,60000,30.0,2400,749.0,0,4,6,5,3,0,0
27,60500,60.0,2400,1269.0,0,4,8,3,3,1,0
28,30000,40.0,7500,1178.0,0,25,7,0,0,2,0
29,69996,0.0,2400,1111.0,0,3,6,1,3,1,0
28,70000,40.0,2400,1065.0,0,3,7,2,3,1,0
34,70000,190.0,2400,1199.0,0,3,7,3,3,1,0
34,72000,170.0,2400,1316.0,0,3,8,3,3,2,0
30,82500,50.0,2400,89.0,0,3,5,5,3,0,0
29,90050,30.0,2400,1349.0,0,3,9,2,3,2,1
31,78100,40.0,2425,542.0,0,3,10,3,3,0,0
28,86400,10.0,2425,1149.0,0,3,8,2,3,1,0
31,30000,150.0,11225,1362.0,1,37,6,0,0,3,1
28,66000,120.0,2475,1505.0,1,4,8,4,3,3,1
30,30000,10.0,12000,1059.0,0,4,6,1,0,2,1
27,75800,0.0,2475,654.0,0,3,8,1,3,0,0
31,30016,30.0,11000,894.0,0,37,10,2,2,0,0
29,54000,20.0,13575,1171.0,1,25,10,2,3,1,0
27,37200,0.0,13500,1078.0,1,36,6,3,3,2,0
34,30144,30.0,18000,1284.0,0,6,10,1,0,2,1
28,30422,120.0,5000,849.0,0,16,9,4,2,0,0
29,64402,10.0,13500,749.0,0,21,8,0,3,0,0
35,74984,20.0,13500,729.0,0,18,9,5,3,0,0
27,75805,10.0,13450,1632.0,1,18,8,0,3,4,0
35,30720,40.0,6000,749.0,0,2,7,5,0,0,0
27,118000,10.0,13425,1599.0,1,11,10,4,3,3,1
28,62040,0.0,13400,1306.0,0,22,6,4,3,2,1
31,43000,150.0,13350,1242.0,1,31,6,3,3,1,0
31,30792,150.0,5000,832.0,0,16,9,2,0,0,0
33,25200,10.0,13250,766.0,1,53,6,5,3,0,0
33,30929,120.0,5300,768.0,0,17,7,1,0,0,0
28,35000,40.0,13250,1065.0,1,38,7,1,3,1,0
31,29000,70.0,13250,1758.0,1,46,6,2,3,3,0
29,30992,30.0,8000,1158.0,1,26,9,1,0,1,0
30,45000,20.0,13250,79.0,0,29,10,5,3,0,0
29,46000,110.0,13250,1727.0,1,29,6,3,3,3,1
29,30996,80.0,8875,766.0,0,29,9,3,0,0,0
32,30996,10.0,2400,138.0,0,8,7,1,0,2,1
31,88000,10.0,13225,1242.0,0,15,7,0,3,1,0
29,28000,90.0,13200,617.0,1,47,10,3,3,0,0
34,40000,20.0,13200,1242.0,1,33,8,4,3,1,0
27,31000,30.0,5500,1065.0,0,18,7,2,2,1,0
32,70000,60.0,13200,1349.0,0,19,6,3,3,2,0
29,31000,10.0,9950,79.0,0,32,6,0,0,0,0
30,31000,140.0,2400,1065.0,1,8,5,2,0,1,0
28,31000,0.0,11300,991.0,0,36,5,5,0,1,0
34,90000,0.0,13200,1074.0,0,15,5,1,3,1,0
31,31692,20.0,13150,1324.0,1,41,5,5,3,3,1
32,31000,40.0,12000,542.0,0,39,6,5,0,0,0
33,51200,10.0,13075,167.0,1,26,8,5,3,4,1
34,92500,40.0,13050,766.0,0,14,5,0,3,0,0
34,31000,0.0,4200,1372.0,0,14,7,1,0,2,1
31,25000,0.0,13000,89.0,1,52,7,3,3,0,0
31,27600,160.0,13000,654.0,1,47,9,0,3,0,0
28,29000,60.0,13000,1426.0,1,45,8,1,3,2,1
27,30000,30.0,13000,788.0,1,43,10,4,3,0,0
28,33000,30.0,13000,79.0,1,39,6,0,3,0,0
35,31000,90.0,15000,1316.0,0,48,9,1,0,2,0
30,36000,0.0,13000,1361.0,1,36,8,3,3,2,0
34,31075,30.0,7400,751.0,0,24,6,1,0,0,0
29,30288,130.0,13000,1435.0,1,43,8,4,3,2,0
27,37000,10.0,13000,991.0,1,35,10,1,3,1,0
31,37000,30.0,13000,692.0,1,35,6,4,3,0,0
27,37800,10.0,13000,1183.0,1,34,5,0,3,1,0
27,31200,40.0,15000,1427.0,0,48,10,1,0,2,1
28,33600,0.0,13000,1461.0,1,39,8,3,3,3,0
27,40000,10.0,13000,1348.0,1,33,7,5,3,2,0
31,36000,50.0,13000,203.0,1,36,5,2,3,4,1
27,45000,110.0,13000,894.0,0,29,6,0,3,0,0
27,46000,50.0,13000,1459.0,0,28,10,1,3,3,1
30,47000,20.0,13000,963.0,0,28,5,0,3,1,0
27,47000,10.0,13000,1099.0,0,28,5,3,3,1,0
33,44000,100.0,13000,991.0,1,3,6,2,3,1,0
35,21600,10.0,2500,1435.0,0,12,8,1,3,2,1
29,21996,40.0,2500,1311.0,1,11,8,0,3,2,1
27,22708,60.0,2500,1484.0,1,11,8,5,3,3,1
27,24000,20.0,2500,1065.0,0,1,9,3,3,1,0
32,24000,20.0,2500,1037.0,0,1,5,3,3,1,0
27,31200,30.0,3600,1148.0,0,12,7,4,0,1,0
27,31200,0.0,14000,1809.0,1,45,6,3,2,5,1
27,31200,10.0,7000,1635.0,1,22,10,0,2,4,1
32,24000,20.0,2500,774.0,0,1,9,3,3,0,0
27,31200,10.0,12300,1253.0,0,39,10,0,0,1,0
27,31200,10.0,7500,774.0,0,24,8,2,0,0,0
31,25000,0.0,2500,74.0,0,1,6,4,3,0,0
28,26004,0.0,2500,1399.0,0,1,8,4,3,2,1
27,26400,30.0,2500,1323.0,0,9,10,5,3,2,1
31,31323,60.0,2500,1322.0,1,8,5,0,0,2,0
27,26592,10.0,2500,714.0,1,9,6,4,3,0,0
27,31416,0.0,8000,1112.0,0,25,5,5,2,1,0
29,28080,10.0,2500,1099.0,0,9,8,3,3,1,0
34,28800,0.0,2500,2136.0,1,9,9,4,3,5,0
27,30000,30.0,2500,1114.0,0,8,5,3,3,1,0
31,31600,40.0,7500,1136.0,0,24,10,3,0,1,0
29,32108,40.0,2500,1568.0,1,8,5,5,3,4,1
32,31776,40.0,3400,1316.0,0,11,8,3,2,2,0
32,36000,10.0,2500,100.0,0,7,6,4,3,1,0
27,31850,80.0,14125,1065.0,0,44,8,5,0,1,0
31,30000,10.0,2500,1357.0,1,8,8,2,3,2,1
33,32400,60.0,2500,1533.0,1,8,10,3,3,3,1
35,33000,30.0,2500,1562.0,1,8,7,3,3,3,1
32,39400,20.0,2500,714.0,0,6,9,3,3,0,0
31,39420,0.0,2500,1527.0,0,6,8,3,3,2,1
27,40000,40.0,2500,699.0,0,6,5,1,3,0,0
30,40000,80.0,2500,579.0,0,6,10,5,3,0,0
31,40000,50.0,2500,1323.0,0,6,5,3,3,2,1
34,42000,20.0,2500,1059.0,0,6,6,3,3,1,0
28,42000,90.0,2500,849.0,0,6,8,1,3,0,0
28,32000,40.0,12000,1269.0,1,38,10,1,0,1,0
29,32000,50.0,3100,751.0,1,1,5,3,0,0,0
27,32000,110.0,1000,1629.0,1,3,10,0,0,3,1
27,44500,50.0,2500,1199.0,0,6,10,4,3,1,0
31,39000,0.0,2500,1409.0,1,6,5,5,3,3,0
30,39300,50.0,2500,1629.0,1,6,10,0,3,3,1
27,39996,70.0,2500,1565.0,1,6,8,0,3,3,0
28,46000,0.0,2500,691.0,0,5,8,3,3,0,0
29,46500,50.0,2500,1392.0,0,5,9,5,3,2,1
27,47544,110.0,2500,788.0,0,5,5,0,3,0,0
28,48000,10.0,2500,849.0,0,5,5,1,3,0,0
32,50000,30.0,2500,1349.0,0,5,7,4,3,2,0
29,32000,130.0,8000,599.0,0,25,7,2,0,0,0
31,50000,50.0,2500,1704.0,0,5,10,2,3,4,1
30,32000,40.0,6625,1479.0,0,21,10,2,0,2,0
32,52000,0.0,2500,888.0,0,5,10,4,3,1,0
33,53000,60.0,2500,999.0,0,5,7,2,3,1,0
34,54600,20.0,2500,788.0,0,5,8,3,3,0,0
28,54924,60.0,2500,1114.0,0,5,6,0,3,1,0
34,32000,120.0,2275,617.0,0,7,6,2,0,0,0
27,56000,10.0,2500,1172.0,1,4,5,0,3,2,0
31,32000,30.0,6000,1186.0,0,19,8,0,0,1,0
31,32000,0.0,2000,1361.0,0,6,6,3,0,2,1
29,68004,20.0,2500,1299.0,0,4,9,1,3,2,1
27,69000,110.0,2500,714.0,0,4,8,5,3,0,0
30,70000,40.0,2500,1036.0,0,4,7,5,3,1,0
27,72000,110.0,2500,1435.0,0,3,6,5,3,2,0
29,73000,70.0,2500,1435.0,0,3,9,0,3,2,1
28,75000,120.0,2500,1199.0,0,3,9,3,3,1,0
29,76320,80.0,2500,1261.0,0,3,10,1,3,2,1
28,32000,50.0,8500,751.0,0,27,6,4,0,0,0
34,87000,0.0,2500,714.0,0,3,5,1,3,0,0
29,32000,20.0,12000,788.0,0,38,6,5,0,0,0
31,95000,20.0,2500,1372.0,0,3,5,3,3,2,0
27,95800,10.0,2500,1158.0,0,3,9,0,3,1,0
27,84000,0.0,2500,1459.0,1,3,9,5,3,3,0
32,115000,10.0,2500,1189.0,0,2,6,2,3,1,0
29,120000,50.0,2500,1422.0,0,2,6,0,3,2,1
27,32000,0.0,9850,894.0,0,31,5,5,0,0,0
27,15600,110.0,2800,1065.0,1,18,5,2,3,1,0
27,32000,20.0,14000,1189.0,0,44,7,2,0,1,0
32,24000,70.0,2800,1099.0,0,12,9,0,3,1,0
27,24000,0.0,2800,1095.0,0,12,10,4,3,1,0
33,25000,60.0,2800,932.0,0,11,7,4,3,0,0
32,32000,20.0,4000,1078.0,0,13,5,5,2,2,1
30,30000,60.0,2800,1268.0,0,9,7,3,3,2,1
27,12000,20.0,2850,1361.0,1,24,5,4,3,2,1
33,32004,40.0,6000,1074.0,0,19,7,4,0,1,0
28,115000,0.0,2850,654.0,0,2,9,5,3,0,0
27,17000,60.0,2875,1171.0,1,17,10,4,3,1,0
30,32004,40.0,5500,80.0,0,17,9,5,2,0,0
28,13200,0.0,3000,1099.0,1,23,6,3,3,1,0
32,14400,70.0,3000,1398.0,1,21,8,4,3,2,1
33,14400,20.0,3000,1183.0,1,21,5,3,3,1,0
31,32400,140.0,3000,749.0,0,9,10,2,0,0,0
27,15000,20.0,3000,1323.0,1,2,7,1,3,2,0
33,15500,10.0,3000,751.0,1,19,5,3,3,0,0
31,16000,10.0,3000,1385.0,1,19,6,1,3,2,1
29,32400,0.0,4000,1298.0,0,12,6,0,0,2,1
35,16800,0.0,3000,542.0,1,18,7,2,3,0,0
31,16800,0.0,3000,1426.0,1,18,7,2,3,2,1
31,32400,40.0,7500,1348.0,0,23,5,5,0,2,0
28,17573,10.0,3000,737.0,1,17,8,3,3,0,0
29,18000,20.0,3000,1269.0,1,17,8,2,3,1,0
28,32468,120.0,6000,751.0,0,18,5,5,0,0,0
31,32496,20.0,1800,963.0,0,6,10,4,0,1,0
31,32500,40.0,8975,662.0,0,28,10,3,0,0,0
28,32500,120.0,5000,714.0,0,15,7,1,0,0,0
35,19200,40.0,3000,164.0,1,16,7,3,3,4,1
28,19992,120.0,3000,714.0,1,15,9,1,3,0,0
30,20000,10.0,3000,1149.0,1,15,8,4,3,1,0
32,32678,100.0,3075,1523.0,0,9,6,0,0,2,0
31,21000,130.0,3000,1528.0,0,14,8,1,3,3,1
35,21600,0.0,3000,1435.0,0,14,9,0,3,2,0
34,23000,40.0,3000,1149.0,0,13,6,3,3,1,0
29,33000,10.0,7100,1677.0,0,22,7,5,0,3,0
33,23004,60.0,3000,1343.0,0,13,5,4,3,2,1
27,23004,60.0,3000,178.0,0,13,10,1,3,5,1
32,30000,40.0,3000,1349.0,0,1,6,4,3,2,1
33,33000,30.0,4000,1269.0,0,12,8,1,0,1,0
33,33000,60.0,6000,603.0,0,18,5,2,0,0,0
